Rating,Parent Asin,Main Category,Product Title,Retailer,Review,Word Count,Sentence Count,Sentiment Score,Disgust,Neutral,Surprise,Sadness,Anger,Fear,Joy,Dominant Emotion,Not as Expected,Damaged,Returns,Taste and Flavour,Size and Quantity,Freshness,Price,Packaging,Quality,Delivery,Ingredients,Value for Money,Expiration Date,Easy to Use,Dominant Topic
1,B0BR5N8Y3M,Grocery,Gumballs for Gumball Machine - 1 Inch Large Gumballs - Fruit Flavored Bubble Gum White Gumballs - Kids Gum - Bulk Gum Balls 2 Lb,Global Gumball,"What the ? I normally am happy with this product, but, I’ve never got the bottom of the barrel before I will see if this happens again.The other odd thing was about 10of them had a filling inside, of some sticky type candy. I had to take them out to handle how sour they were. That’s never happened before.Not sure what is going on with this company.",66,4,2,0.804613471031189,0.1175905093550682,0.03675025328993797,0.016927873715758324,0.0158429816365242,0.005607301834970713,0.0026675290428102016,Disgust,0.993534505367279,0.9338890910148621,0.6433886885643005,0.6261947154998779,0.5806965231895447,0.5630674362182617,0.5126317739486694,0.5043502449989319,0.4799964725971222,0.4435291886329651,0.3983061909675598,0.2749825716018677,0.2622866630554199,0.0035003991797566414,Not as Expected
1,B00I8GLPSO,Grocery,"Stove Top Stuffing Mix, Chicken, 12 Ounce Box",Stove Top,It can often be purchased for less money at any local grocery store as package is small. It was a small package and not worth the money usually much less cost at the local grocery stores.,36,2,2,0.01608683541417122,0.8970882892608643,0.053865399211645126,0.013103174977004528,0.005532034207135439,0.0029593862127512693,0.011364937759935856,Neutral,0.9108189940452576,0.2923557758331299,0.4602367877960205,0.5191801190376282,0.8384862542152405,0.6566569805145264,0.7616097927093506,0.8905041217803955,0.5994238257408142,0.631337583065033,0.49691665172576904,0.873846173286438,0.42139631509780884,0.7118655443191528,Not as Expected
1,B000JMFCXO,Grocery,Almonds Whole Natural 2lb (32 Ounces),Spicy World,"Inedible outrage. Lots of variability w/ this product so I took a chance...I lost BIG TIME. Plastic package, funny scent on opening, almonds look pale in color, first sample...NO flavor! Soggy w/ dry surface. No aroma, rancid aftertaste, inedible and ruin any smoothie. I've demanded a refund but heard nothing. This is not even food and I'm outraged. And even the squirrels won't eat them!",67,10,1,0.05555105209350586,0.011145154945552349,0.004445438273251057,0.006217080634087324,0.9200486540794373,0.0019200702663511038,0.0006724040140397847,Anger,0.9924689531326294,0.9953064918518066,0.6904613971710205,0.9485212564468384,0.18731343746185303,0.4539489448070526,0.6302331686019897,0.9709380269050598,0.13892903923988342,0.4516308903694153,0.42405563592910767,0.021254906430840492,0.10923069715499878,0.0035981875844299793,Damaged
1,B0C4FMN1QK,Grocery,"Knorr Pasta Sides For Delicious Quick Pasta Side Dishes Fettuccine Alfredo No Artificial Flavors, No Preservatives, No Added MSG 4.4 oz",Knorr,Cheap and easy. These are cheap and easy side dishes. But they’re very watered down. We made three at once and it was way to much water !,27,4,2,0.01938057690858841,0.5769990086555481,0.027447156608104706,0.009564876556396484,0.010700054466724396,0.0013251220807433128,0.3545832335948944,Neutral,0.9522218108177185,0.4912676215171814,0.14849813282489777,0.2699943780899048,0.10606614500284195,0.11073848605155945,0.4865948259830475,0.00756349740549922,0.010856229811906815,0.12873239815235138,0.2227795571088791,0.5539569854736328,0.07668691873550415,0.5546398162841797,Not as Expected
1,B00ICT8RQU,Grocery,"Trader Joe's Instant Coffee Packets with Creamer & Sugar 10 Packets, 4.2 Oz (Pack of 2)",TJ's,"Two thumbs down. Not impressed, still needed to add cream and sugar. Don't recommend it at all",17,3,2,0.14601677656173706,0.303287148475647,0.4771578013896942,0.031278662383556366,0.03549081087112427,0.0022240488324314356,0.004544750787317753,Surprise,0.9960747361183167,0.943036675453186,0.6026983261108398,0.8983752131462097,0.2420787662267685,0.5494979023933411,0.5530828833580017,0.2557085156440735,0.029213085770606995,0.4892120957374573,0.7074073553085327,0.12426891922950745,0.2326940894126892,0.0005497430101968348,Not as Expected
1,B000N33NSA,Grocery,"Erin Baker's Breakfast Cookies, Chocolate Chunk, Vegan, 3-Ounce Individually Wrapped Cookies, (Pack of 12)",Erin Baker's,"Not too bad before I saw the mold. I was so excited to get these because I thought it would be a great healthy snack to keep at my desk. I ordered these and other flavor (double chocolate chunk) and after eating a couple of each, noticed that one of the cookies had bluish green mold on it. I assumed it was a bad one in the batch. I saw on the manufacturer's website that these should be stored in the freezer since the shelf life is 90 days (due to natural ingredients and no preservatives). I immediately put them in the freezer after getting them 3 weeks earlier. The next 4 cookies I opened had that same mold on it and after I examine the rest, I found that they all were moldy. Apparently Amazon had them stored in their warehouse for a while before I rec'd them. Since there were no dates stamped on the cookies, I have no idea how long they sat in the warehouse before I got them.I will not be ordering these again and will be wary of ordering other food products from Amazon.com. They were great about refunding my money and I will continue to purchase from amazon, just not short shelf life food items.",212,10,3,0.2860792875289917,0.5412150621414185,0.04705500975251198,0.013336692936718464,0.016986198723316193,0.09066203236579895,0.004665707238018513,Neutral,0.9916743040084839,0.9077732563018799,0.6110380291938782,0.5294087529182434,0.3664180636405945,0.5397931933403015,0.5430707335472107,0.5550296902656555,0.5230319499969482,0.566068172454834,0.4798603057861328,0.16511839628219604,0.191751629114151,0.19051823019981384,Not as Expected
1,B01FKV4CDY,Grocery,Mission Meats Sugar Free Keto Snacks Grass Fed Beef Bars Whole 30 Gluten Free MSG Free Nitrate Nitrite Free Paleo Healthy Snacks Natural Meat Sticks Beef Jerky Zero Sugar Protein Snacks (12-Count),EST. 2015 MISSION MEATS,"Only eat if you like a full salt shaker in every bar. I ordered this and found it WAY TO SALTY!! So much salt that it raised my blood pressure. The beef bar is like a large, moist slim Jim you can by in the gas station store only this has less flavor. And you can't return it!",58,5,1,0.6225597858428955,0.2450210452079773,0.046716928482055664,0.02025349996984005,0.055918868631124496,0.006068586837500334,0.003461305284872651,Disgust,0.9776812195777893,0.8795644640922546,0.16432149708271027,0.8662089109420776,0.7452161908149719,0.11415645480155945,0.4548642635345459,0.04859048128128052,0.05584636703133583,0.5184664726257324,0.14881692826747894,0.005978620611131191,0.0646069124341011,0.0034125191159546375,Not as Expected
1,B079JR2YL5,Grocery,"VEGETARIAN PLUS Vegetarian Orange Chicken, 10.5 OZ",Vegetarian Plus,"You know those soft, artist's pencil erasers you knead in your hand to clean? Like that, with sauce. Completely unpalatable. Would not serve this to a wild coyote (and they'll eat anything). You know those soft, light gray pencil erasers you knead in your hand to clean, and when you stretch them, they get light and airy? This is like that, with sauce. Not even kidding. If you buy this, think of that image while chewing on one of the chicken gumballs (for lack of a better word) for a while--and I assure you it will be a WHILE. The texture of these things falls somewhere between bubble gum, erasers and marshmallows. And they taste like, well, nothing really, with a faint hint of latex, perhaps (might be the bag you microwave it in--which melts!). Yes, this is that bad. Truly an extremely unpleasant thing to put in your mouth. As I chewed the first one up (took a few minutes--they do not break down the way actual FOOD does when you chew it), I could not help but wonder if this would digest properly. I felt like I was eating something from art class, and when I swallowed it, I felt like I had swallowed my chewing gum or something. Absolutely disgusting.This is *not* food.Make sure you read the instructions closely--there is a second bag within the outer bag. Unlike most entrees you heat up in right the packaging, you have to first remove the inner bag from the outer bag. Not sure why they go to the trouble of double-bagging, but this seems misleading (it looks like a larger portion than what is actually in the bag) is not environmentally friendly, and can be confusing--read the instructions closely if you still want to give this a try. Flavor: 0/10, texture: -1/10, packaging 0/10.Oh, and please note the microwave instructions are simply wrong. This was delivered frozen from Whole Foods via Amazon, but I am not sure it is actually meant to be frozen. Following the microwave directions means you are giving this less than half the amount of time actually required to heat up properly. I had to put it in for another two minutes to get it hot enough to serve (it was still partially frozen after following the directions--and I have a 1100w microwave), which made part of the inner bag melt. Really not cool. Pretty sure the end result is a lot of free radicals in your dinner. I threw it out after 2 bites. I absolutely do NOT recommend this product. It was disappointing on every level--just terrible.",446,27,1,0.9512073397636414,0.02386738732457161,0.004839320667088032,0.004403688944876194,0.007286467589437962,0.007904397323727608,0.0004913621232844889,Disgust,0.9815234541893005,0.9257685542106628,0.6840359568595886,0.987933337688446,0.6096051335334778,0.7222371697425842,0.7645767331123352,0.8976134061813354,0.6278625130653381,0.8954987525939941,0.7295830845832825,0.02367999404668808,0.2518858313560486,0.018446505069732666,Taste and Flavour
1,B07V2D6559,Grocery,Revolution Tea - Mesh Infuser Full Leaf Tea - Bombay Chai Black Tea - 20 Bags,Revolution Tea,"Chemical Aftertaste. I don't normally write reviews but this product is so awful I felt compelled. I bought this based on 2 things. One is that it was advertised as BLACK tea and the other that it had peach in it. The picture made it seem there were bits of dried peach in the tea bag. Not only is it CEYLON tea (which I hate) but it tastes nothing like peach and there are no peach bits in the tea bag. Worst of all, after preparing 2 cups (the second with an extra tea bag in the cup to see if I'd get more of a peach taste), I could not get the aftertaste to go away. The aftertaste is a chemical-y cloying nasty experience. I threw the rest of it away and I had bought 2 boxes of it. Don't waste your money.",145,10,1,0.9731962084770203,0.005252237897366285,0.0015024361200630665,0.0035283134784549475,0.005763038527220488,0.010419901460409164,0.00033798962249420583,Disgust,0.9798900485038757,0.9706874489784241,0.617242693901062,0.8166963458061218,0.3083474934101105,0.3626103103160858,0.688206672668457,0.6415872573852539,0.41735321283340454,0.4227675199508667,0.5539752840995789,0.2757057249546051,0.29048797488212585,0.11991669982671738,Not as Expected
1,B0C9Y33KRD,Grocery,"Taylors of Harrogate Green Tea with Lemon, 20 Count (Pack of 6)",Taylors of Harrogate,ONLY GOT ONE BOX. ORDERED A PACK OF 6 ONLY RECEIVED ONE BOX.,13,2,1,0.00648679630830884,0.7072025537490845,0.1118261069059372,0.035058822482824326,0.025145385414361954,0.0017188445199280977,0.11256160587072372,Neutral,0.9938345551490784,0.9875903725624084,0.908568799495697,0.73552006483078,0.9945228695869446,0.8942108750343323,0.9088353514671326,0.9647921919822693,0.9534695148468018,0.9320277571678162,0.5572110414505005,0.9693398475646973,0.555019199848175,0.43101105093955994,Size and Quantity
1,B0131A6FJA,Grocery,"96 Count Variety (12 Amazing Blends), Single serve Coffee Pods for Keurig K Cup Brewers - Premium Roasted Coffee (Variety, 96 Compatible with 2.0).",InfuSio,"You dont get 10 Flavors, only 8. Coffee is good but not as advertised. I bought a Variety Pack of 10 and only recieved 8 different flavors.",27,3,2,0.015126505866646767,0.6334536671638489,0.20371612906455994,0.1304294615983963,0.008105902001261711,0.0023205988109111786,0.006847735028713942,Neutral,0.9977447986602783,0.9813610911369324,0.9710450172424316,0.9249869585037231,0.9769356846809387,0.5197302103042603,0.8938848972320557,0.9900873303413391,0.3929944336414337,0.6071072220802307,0.06499458104372025,0.6914154291152954,0.3356756865978241,0.10095582902431488,Not as Expected
1,B078K4CNVW,Grocery,"TwelVita All Natural Baked Gluten-Free Okra Snack, 1.4 Ounce (Pack of 6)",TwelVita,"Received EXPIRED items!!!! Ordered it July 30, 2018. Received it today Aug 1, 2018. All packages are expired. Best by 6-23-2018. I want a refund!!!",27,6,1,0.011491294018924236,0.28561264276504517,0.23991583287715912,0.35492148995399475,0.0898321121931076,0.009159915149211884,0.009066760540008545,Sadness,0.9936875700950623,0.7847828269004822,0.8529398441314697,0.5052319169044495,0.4656895101070404,0.036811668425798416,0.7447696924209595,0.7262396216392517,0.04420260712504387,0.9202854037284851,0.40005606412887573,0.06127415597438812,0.9753221273422241,0.05163388326764107,Not as Expected
1,B01M67JKMO,Grocery,"Lindt LINDOR Milk Chocolate Candy Truffles, Milk Chocolate with Smooth, Melting Truffle Center, 25.4 oz., 60 Count",Lindt,Disappointing. I couldn't use these chocolates in gift bags as I had planned. They arrived in soft packaging. ALL were smashed and the interior of the bag a mess with chocolate. I am sure they were fresh but what good are they if you can't present them?,47,5,2,0.8688850402832031,0.021087292581796646,0.05095594748854637,0.028060175478458405,0.019838055595755577,0.010444209910929203,0.0007292237714864314,Disgust,0.9964504837989807,0.9973793029785156,0.6638445854187012,0.6881383657455444,0.3704855144023895,0.7418442964553833,0.6617400646209717,0.9535176753997803,0.049238111823797226,0.5485453009605408,0.430957168340683,0.06558841466903687,0.35572561621665955,0.0002669964451342821,Damaged
1,B0B1331TFQ,Grocery,"Bigelow Decaf French Vanilla Tea Bags, 20 ct",Bigelow Tea,"Not much (or any) tea flavor. Just chemical syrupy tasting vanilla. Get the blueberry flavor. Shame that all their flavor reviews are linked, I'd give that one 5 stars.I hear there is tea in there, but I don't taste it.I'm a huge fan of vanilla and black tea. But not this.The 6 boxes I got are going in the trash.",60,5,1,0.8230534791946411,0.0804474875330925,0.02892983891069889,0.03405208885669708,0.02635985240340233,0.005066622048616409,0.0020906126592308283,Disgust,0.9967240691184998,0.9789238572120667,0.5135725140571594,0.8954175710678101,0.3281032145023346,0.4795067012310028,0.5886260867118835,0.5419566035270691,0.07258213311433792,0.4969141483306885,0.5475286245346069,0.06244794651865959,0.3523885905742645,0.34701529145240784,Not as Expected
1,B08GMB9NHW,Grocery,"Del Monte Canned Fresh Cut Sweet Peas No Salt Added, 8.5-Ounce (Pack of 12)",Del Monte,"Every can dented! These should have been discounted, EVERY CAN WAS DENTED!Not a happy camper!",16,3,1,0.005502788349986076,0.02296619489789009,0.09267443418502808,0.8405086398124695,0.026508184149861336,0.0014911261387169361,0.01034872978925705,Sadness,0.9968471527099609,0.9948859214782715,0.7697029113769531,0.4942791759967804,0.5656405091285706,0.5174465179443359,0.7474477291107178,0.7652701735496521,0.032261114567518234,0.5821033120155334,0.5705822110176086,0.49768874049186707,0.2891448438167572,0.00010437710443511605,Not as Expected
1,B07SNTF854,Grocery,"Red Rose Petals - Pure, All Natural & Edible Rose Petals - Dried Flower Petals for Herbal Tea, Decoration, Rose Sprinkles, Topping on Cupcakes, Desserts - Net Weight: 0.35oz/10g",Bluechai,"Watch out - the bag is tiny! Pay attention to the product weight - it's a tiny tiny bag! It's like three tablespoons worth of product! What a ripoff...Product is not any better than other similar products on the market. Stay away, find a better deal.",45,6,1,0.24952439963817596,0.04799522086977959,0.30021822452545166,0.028886236250400543,0.3275394141674042,0.035412177443504333,0.010424242354929447,Anger,0.9012823104858398,0.9374561905860901,0.413798451423645,0.5865806341171265,0.9722970724105835,0.4877101480960846,0.758124053478241,0.836161732673645,0.00735093280673027,0.4872961640357971,0.40182945132255554,0.3346025347709656,0.2657066583633423,0.000568182731512934,Size and Quantity
1,B0086XQSCW,Grocery,Schluckwerder Chocolate Covered Marzipan Loaves - 2.65oz,Schluckwerder,Stale. This item is stale and inedible. I will never buy marzipan online again.,14,3,1,0.7359457612037659,0.125162273645401,0.004080749582499266,0.06532634049654007,0.061003655195236206,0.006735931616276503,0.0017453525215387344,Disgust,0.9829429388046265,0.989478349685669,0.5675688982009888,0.6816781163215637,0.1493832916021347,0.0008219008450396359,0.8451981544494629,0.059368450194597244,0.015932435169816017,0.8087581992149353,0.41580891609191895,0.06457872688770294,0.6012930274009705,0.0008982729632407427,Damaged
1,B00GDQJA24,Grocery,"Pop Weaver Microwave Popcorn, Extra Butter, 22 Bags per Box…",Pop Weaver Microwave Popcorn,When I buy buttery popcorn I expect it to taste buttery it dent. Need to b more butter  er,19,2,3,0.04233803600072861,0.5987318754196167,0.08690677583217621,0.1869925558567047,0.05587209016084671,0.013599646277725697,0.01555904746055603,Neutral,0.8148199319839478,0.7458798289299011,0.03510323539376259,0.9243758320808411,0.1082049235701561,0.02407044544816017,0.308518648147583,0.0028832147363573313,0.3464655876159668,0.05836720019578934,0.18451456725597382,0.31401899456977844,0.014779608696699142,0.006326294504106045,Taste and Flavour
1,B00IJGLAME,Grocery,"Mushroom Popcorn by Hoosier Hill Farm, 4LB (Pack of 1)",Hoosier Hill Farm,Great product when received properly. This is my 2nd time ordering this product. But this time it arrived opened and the container was broken... kernels were loose in the bag. Very disappointed. It should've been shipped in a box not a bag,42,5,1,0.008768193423748016,0.07359629124403,0.27483829855918884,0.6066473722457886,0.0218341164290905,0.0036013415083289146,0.010714320465922356,Sadness,0.9907750487327576,0.9967342615127563,0.19360873103141785,0.6430507898330688,0.33840927481651306,0.6997770071029663,0.6146094799041748,0.9508416652679443,0.9029249548912048,0.8581164479255676,0.5316293239593506,0.8703160881996155,0.07539530843496323,0.2991981506347656,Damaged
1,B01F1ECNVS,Grocery,"Handmade Pecan Brittle. Grade ""A"" Pecans. Just Like Granny Used to Make. - One Pound (16oz) Bag",Granny's Confections LLC,"WARNING...YOU CAN'T RETURN IT. I bought two (unfortunately), one to be a gift for a friend who's popular all ""homade"" candy store does not sell pecan brittle, my favorite. I will not be giving this to her because l don't like it; the pecans seem lacking in flavor (except for the bad one I spit out), maybe old (I suspect they get rid of their old nuts here) or just drowned out by the weak proportion of nuts to sweet candy.And then l find l cannot return it.Boo hoo.I will stick with Sunnyland Farms; costs more, but it's tremendous.",100,4,1,0.06989806890487671,0.2580934464931488,0.09853313863277435,0.5094015598297119,0.03614075854420662,0.02210693433880806,0.005826054140925407,Sadness,0.9893832802772522,0.90888911485672,0.7638568878173828,0.8514165282249451,0.5745183229446411,0.36034059524536133,0.34503746032714844,0.6083341836929321,0.23967459797859192,0.1972184032201767,0.26732808351516724,0.4076017141342163,0.3988806903362274,0.1228015348315239,Not as Expected
1,B07XSKK6Z4,Grocery,"Wonderful Pistachios, No Shells, Roasted & Salted Nuts, 0.75oz (Pack of 9)",Wonderful Pistachios,Extremely Salty. Sent these to my son for a protein snack before hockey. He said they were extremely salty to the point the he dumped all the bags in a strainer and then repackaged.,34,3,2,0.7269306182861328,0.1953367292881012,0.005329207982867956,0.03356333449482918,0.03098970651626587,0.004742208402603865,0.003108120057731867,Disgust,0.9011663198471069,0.9673614501953125,0.7524925470352173,0.4148479402065277,0.5011298060417175,0.008514242246747017,0.6379255652427673,0.7694737911224365,0.01761133410036564,0.9136407971382141,0.3637678325176239,0.26705583930015564,0.04182584583759308,0.0005142583977431059,Damaged
1,B00SG90HDC,Grocery,Royal Dansk Luxury Wafers Vanilla Creme Filled 12.3oz Canister,Royal Dansk,0 stars if I could. STALE TASTES STALE SMELL SALE WASTED MY MONEY :((,13,2,1,0.03655247017741203,0.8255084753036499,0.03481405973434448,0.03778161108493805,0.040266480296850204,0.007527810055762529,0.01754913106560707,Neutral,0.9089657068252563,0.9960243701934814,0.6584818959236145,0.5088368654251099,0.04353950545191765,0.0009567486704327166,0.8300641179084778,0.10375843197107315,0.01356764230877161,0.4869345724582672,0.02333894558250904,0.22273853421211243,0.3529437780380249,0.00017270873649977148,Damaged
